video_id,comments
KB2CtEDrglY,"['hello, can someone tell me why do i have only 1 timestamt at 48:15 ?', 'Was there ever a follow up video with more on the data visualization part? Thank you! Great video!', 'Is there a part 2 to this video ? cheers', 'anyone getting ""UnboundLocalError: cannot access local variable \'df\' where it is not associated with a value"" when running the for loop?', ""# Use this if you just want to keep it in a dataframe\r\n    df2 = pd.json_normalize(data['data']    \r\n    df2['Timestamp'] = pd.Timestamp('now')  # Instead of to_datetime()\r\n    df_append = pd.DataFrame(df2)  # instead of df.append(df2)\r\n    df = pd.concat([df,df_append]) \nThis is the code that worked for me."", 'Awesome video! You explain everything very clearly. I also dig you are showing the errors!\n\nYou are the man! 🤜🤛', 'at 9:02 use this syntax \ndf = pd.concat([df, df2])\nInstead of \ndf = df.append(df2)', 'Thank you Alex, really great piece.', ""Thank you so much Alex, I've just completed the project successfully 👍"", 'I am always smiling when Alex makes mistakes keep them in the videos, because I make them too. Same for spelling mistakes. Haha. :)']"
2HfSFdPEFRg,"[""Hi Alex, I also faced the same problem but I'm not able to solve it since I was using Colab. It would be very helpful if you could help me resolve this issue."", 'I surveyed YouTube looking for a practical explanation to this topic, this one is the best ever. I just found what I was looking for after being frustrated and depressed. Thank you so much Alex', 'Can we retrieve data from other web site using this code?', 'Hey Alex,\nFirs off, I love your videos! second, I am having a issue. Once I updated the data rate limit, it worked briefly and then my ipykernel could not reconnect. did anyone else have this problem or know how to fix it?', 'After increasing the data limit, I just closed everything and opened the notebook again  and it worked fine :) Thank you for your videos!', 'I got stucked for about 30 minutes trying to connect it to DataSpell. It worked, now I can leave the tutorial with peace :D Thanks!', ""That was like magic, I can't wait to learn all this"", ""Thank you so much Alex!\nthis is Super Helpful!\nI'm trying to pulling up data using API with python before and I got stuck .\nBut, thanks for this video. I'm ready for the next step "", 'Thank you Alex, I started to believe its not important what you do, most important part is how you do. And I can say, you doing great!  So useful and informative video! Thanks a lot', ""Dude I work with anaconda environment and doing that or deploying something is impossible. I think it is because I don't have Python installed on my PC, as I said I use Anaconda, and I installed Python in there.""]"
g0m5sEHPU-s,"['Hi Alex, Thanks for the wonderful videos. I am new to Power BI. I was getting this error which said ""Map visuals not enabled in Power BI"". How would you resolve this.', 'what is difference from downloading from microsoft store and Power Bi Desktop x64?', ""what's the Power Bi option for mac ? if you have any solution please provide guidance me for installing in mac"", 'unable to download data', ""Hey Alex, I recently started a learnership for a data science and this is my 4th month and it's really not easy for me as I hardly had any background of these skills and we started with Excell, Python, Tableau, R, SQL and now we're doing Power BI and it's hard because we not given enough time to learn these, only 2 weeks then move to a different one, I'm stressed now."", 'Sir please can you create separate video on the beginning of the project? Explain more on how you to choose the listing and the kind of ID or stuff to choose please', 'sir am unable to down the data from github, it keeps loading and throws a ""This site can’t be reached"" error', 'Great video!', 'You are amazing', 'Hi Alex. I’ve been following your tutorials. How do I run power bi on a Mac OS?']"
Q7i6zxHVj2Q,"[""Thank you for everyone's feedback on this video. The intention of this video was to compare the UI and management tools for each of these, but the title and thumbnail was not representative of that. I updated the title and thumbnail to reflect it better. I do plan on diving into the actual databases to look at things like scalability, speed, and more. Thank you again for your feedback!"", 'Hey Alex. Avid consumer of your content here!\n\nI am sorry Alex but I have to say something... you kept on referring to MySql, Postgresql, and Microsoft SQL Server Management Tools as SQL, or types of SQL. \nMySql, Postgresql, and Microsoft SQL Server are database management systems, NOT SQL. These 3 database management systems store data using the relational model, thus they are also referred to as relational database management systems.\nSQL is a query/programming language. It is the standard language for relational database management systems. Thus your SQL knowledge can be used/applied to any of these 3 relational database management systems.\n\nPeace! 🙂', 'This is really helpful for me as I am studying and trying to get in the analytics field, knowing which to focus on is really useful. Thanks Alex.', '@AlexTheAnalyst Is there a version for mac users ?', 'Standard SQL is called “ANSI” Standard (DB2).  PostgreSQL follows the “PL/pgSQL” SQL Dialect (similar to Oracles flavor - but Im reading DB2 now supports PL/1 too).   Transact-SQL was created by a company called “Sybase.”  Microsoft as is their pattern “partnered’ with Sybase and basically took their tech to make MSSQL-Server.  To day MSSQL-Server is my favorite flavor of DB - but I’ve been in Oracle/PostgreSQL recently.', 'How about MariaDB?', 'Hi, mysql es down in the principal page. Any other page to download MySQL?', ""Talking about importing the files into server SQL server is the best we don't need to take care about the data it takes all the data but and no need to convert to csv if it's an excel file.\n\n comming to postgresql it's a pain we need to input all column names even after inputing all the columns there is no gaurantee that the file will import without errors we need to take care about the formatting of the csv such a large porcess \n\nAnd comming to MySQL the import is some what easy but when exporting a large data set it sucks and takes more time even after waiting for the import for me sometimes it doesn't import any data these were faced 8n MySQL workbench,for MySQL we can use dbeaver which is better than MySQL workbench and import time a lot faster"", 'Great review. Thanks.', ""Thanks for the video. I use SSMS with TSQL for work, but want to create something myself and don't want to pay. Although there are free options with Microsoft, I would like to not worry about scaling up. Think I might test out MySQL.""]"
ddn-2r1j_OU,"['So my main distraction is my 3 year old right now. How do i get rid of him? Haha! Just joking!! Love to all stay at home mums who are returning to work with better soft skills than they had imagined thanx to their kiddos! You are all an inspiration! Thank you too Alex. I have a computer science degree and just starting with data analysis after 3 years at home.', 'Subscribed Alex…. Wish me luck to become data analyst ❤ u push us all brother…thanks in advance', 'creating routine is useless for me coz i never stick to them :"")', 'Man getting rid of the distractions is so hard when they are entirely external and out of my control', ""I'm not a procrastinator- but I am an amateur crastinator"", 'I am more a pc gamer, the distraction is basically in front of me at all time. Why not use laptop, simple I have better pc than laptop so I just love lot more doing work on it.', 'Wish I found this video sooner. But I’m finally close to where I need to be to start applying', 'I may not get an answer to this but I have a question for someone who is thinking about going into this job. I am currently working on a PhD in educational research. Naturally studying in the research field I analyze data so I have some experience in excel, Jasp, and spss. (Not much because I am one semester in) I obviously would need training in some of the other stuff you mentioned in other videos such as power bi and SQL, but my first question would be could I put certificates from coursera on a job resume? And my second question would be that after I finish this degree do many places give you pay raises? I’m more trying to evaluate my options for when I get out, or before I get out sense I earn a master’s in route to my PhD.', '❣️❣️❣️😞😞', 'Thank you so much for this . Been procrastinating for a year to get into data analytics . I’m going to take all this steps now & come back here when I get the certificate !']"
Pf-9pjJK1e0,"['Thanks, it is useful however what I realised is that No SQL databases store data in an unstructured way with low latency of data retrieval and a new field can be added without a major issue.', 'very clear, thanks', 'great video thank you!', 'Finally I can say database is easy to learn. Thanks Alex', 'Alex, this video is short and to the point esp coming from someone who is just starting out.', ""You're a blessing bro"", ""I am a Cloud Engineer and most of the time I'm dealing with the VM Instances and on the infrastructure side. SQL or Database is not my thing or I would say, I don't have a huge idea but because of this video, I am able to understand the differences between SQL and NoSQL as well as the benefits of the two. Thank you for this video bud! New subscriber here!"", 'Is that means there are chances for the sql to be no longer wanted in the few next years?', ""I use SQL for things like storing integer, decimal and boolean values and email addresses and password hashes. I always keep the sql table size relatively small. For large datas such as long text, image address et cetera, I use mongodb and I store the Id of the row from the SQL in the mongodb docs. I first select the values from the sql database then by the Id of that row, I select the mongodb doc's data. This way I reduce the select query load time significantly because when the sql memory size is kept small, it's much easier to select the id and then instantly find the document you're looking for from the mongodb. Also one more keynote to take here is that It's always good to make sure you overclock the memory and manually adjust the memory timings. For example if your tRFC timing is ridiculously high by default, drop it to something like 400-500, also If your tREFI timing is low like 9000, increase it to like 32000 or even more if you're not on an hedt platform. This way it'll take much less time to refresh the memory and you'll have more cycles to access to the memory. But you gotta run linpack xtreme and memtest and if you can, plug a gpu in and run a time spy loop in order to validate stability."", 'Hey Alex! Thank you so much for giving us your knowledge and sharing your experiences! I feel so greatful for finding you!\nI am a future data analyst (I took the Google Data Analytics course from coursera) and I have an issue. I want to practice on SQL and I cannot find a software to do data entry (my laptop has windows 7 operating system) could you please help me? I desperately want to practice on that!']"
-bSkREem8dM,"['Are there any real-life practical examples of a data warehouse?', 'This content is rich with innovative thoughts. I found a book with like themes that challenged my thinking. ""AWS Unleashed: Mastering Amazon Web Services for Software Engineers"" by Harrison Quill', '👌🙏🏻😎', 'It was helpful and made sense in terms of my current project too. Thank you!', 'Thanks.', 'Thank you so much. Having an already found understanding about OLTP and OLAP systems I was always struggling to understand what this datalake thing is! Now I know: It’s simply a file system. It’s a synonym for storage. Thank you for finally explaining this. I will always point to your video as a reference. 🎉', ""Thank you. That helped me to understand and take care if opportunities I'm handling"", ""A data warehouse is built up for multi-dimensional analytics I'd say. This is what consitutes the difference between OLTP and OLAP."", 'I still feel that the distinction between DB and DW is hazy and frankly artificial. DW is in many cases a corporate trend.', 'Where does data mart stands? or it is same as Data warehouse?']"
xKdtP3IZbnU,"['Onion 🧅', 'Listening while I walk my dogs. Thanks for having a mix of videos for both watching and just listening.', ""🧅thanks for the tips Alex.... there's hope for me still"", 'Onion! Thank you for making the videos you do, they help!', 'Onion!\nHey, Alex\n\nI really enjoyed your channel and all those invaluable sharing. \nI left my stable job in the public sector 8 months ago and started seeking a post-graduate degree in analytics this fall, just wanna share that I felt resonated when you mentioned logging out of those distractions like Netflix and prime video, and I know how hard it is to make yourself away from them. \nThanks for helping me to make a resolute decision on getting rid of streaming media and making time for truly important tasks.', 'Onions! Alex', ""Onion, and Mr Alex Bond, I just started with my data analyst career, your content and your tutorials help me a lot. I discovered partial over in your tutorials, and it's one of the functions I recently used in my new job that I truly feel like I'm an analyst now. (I'm self taught so I know a lot in your advanced sql, then know only a few in the intermediate ones) \n\nyour content helped me prepare me on what I should expect on this field, and frankly, I wish I found this channel while I was looking for jobs, but for a career shift, my current company is already good. \n\nA friend asked me to be a guest speaker for their young professionals forum to teach stuff about excel. I'd probably go through your videos for pointers. I'm also eagerly waiting for your power bi and python videos. thank you for the content. Glad to be part of the 300, or 30"", 'Heat up a little your steal knife. It takes out sulfur which creates tears in our eyes . Cut onion with stainless steel high quality knife tears gone .. a little of chemistry ..between awesome video ..', 'Thank you, Alex. Appreciate you.', ""Thank you for sharing your awesome strory of self-learning Challenger and American Style Dad, let's enjoy our journey and daily life.""]"
GsAXOr715AU,"['Hi Alex, today I got my job offer for the data analyst role. I am thrilled. Thank you for all the help. I followed your channel religiously and your interview tips really helped me to ace the interview. The best advice you gave was to start doing projects instead of taking class after class because I was one of those people who was focused more on taking class than to practice my skills. After watching that video of yours I started working on my projects instead. I am really grateful to you. Thank you for being part of my journey and for guiding so many people like me. I look forward to learning more from your channel.', ""I'm not sure if i have to keep learning data analytics since I'm 40 years old 🤔\nAnd how old are you btw 😬🙈"", 'Congrats Alex on 200K!', ""Going to start my journey in data science, you've been a great influence ❤️"", 'Oh i missed it 😕... Im watching now!!! 👀', 'Congrats on the 200k Alex ! Keep going 😄 \nLooking good with the flat cap too', 'Rosie stole the show 😍 We need more', ""Hi there Alex, although I did not send in a story. You've really assisted me in getting me on the journey to Data Science. But starting from Data Analytics. SQL, Excel and now learning Python. Also been working on my soft skills such as speaking and presentation. Will be looking forward to using your suggestions doing the portfolio projects and making a profile in the coming months."", 'I can hear you alex', 'Yes']"
2JnlQ8jwWbE,"[""It's good to see the other side of a glamourised profession 🤝"", 'Your last story is very relatable. A lot of stuff doesn’t get used or gets looked at but the person doesn’t know how to use it. And overtime they start to undervalue stuff. Like, don’t act like it’s so great that you automated  a report but a year later, nobody remembers that you saved 10 hours a week. They just get used to it.I’ve designed dashboard or coded a  complicated reports to show that we should cancel certain products or sell in  new areas or fire certain people, and then had upper management look at it and sort of shrugs their shoulders and do nothing.  You hear all these grant statements about KPI’s and valuing the business, but when you start doing it, they freeze up and go back to running on emotion', 'It’s like your husband tells he is super hungry, you rush to cook him, doing your best, and then he changes his mind at the very last moment and just orders his favorite pizza or simply goes to sleep without eating 😅!', 'Data cleaning means make 74 queries just to have a column', 'Refreshing video.. Hit the nail on the head, love the style of direct presentation too. +1 subscriber. Thanks!', ""I get the part about your work never being used, even though i'm not in that line of work. 😅"", 'Haha love the part when he says no one looks at the report after all the effort you have put into it! Exactly Spot on!', ""I agree on the last part make you do the project as fast as you can aside the fact that it is paid that's why they do that kind of treatment"", 'Hi there sir.  Are you looking for video editor of your channel ?', 'We are the same person 😂']"
hNTNZ00cZig,"[""Thank you for this video! StrataScratch was a HUGE help in 1) keeping my SQL skills sharp while I'm working through job applications and 2) helping me prepare for the technical interview questions. I'm able to do both of these things using the Free version of StrataScratch."", 'Important question please, do you recommend using this site only knowing the basics of SQL and then just learning more SQL through trial and error here ?', '(Longer comment, because this is so relevant to me right now both as an instructional designer who\'s added data analysis to the mix:) \nAfter having my first couple of technical interviews, this is invaluable @Alex.  Candidly, this is a completely different world from an artificial environment such as a DataCamp or other fill-in-the-blank approach.  Filling in blanks does not teach our brains to demonstrate the real-world competency that our future team is depending on from us :)\n\nIn learning engineering lingo, we call this disconnect the difference between the ""learning context"" vs. the real-world ""performance context"".  The goal of solid training is to first teach the basics but ensure that learners demonstrate mastery (whether basic or advanced) in a real world context.  In the case of those of us who want jobs in this field it will be necessary to communicate what is going on in our brains just as you do in this video.  To be super transparent with you and others reading this... In my first such interview I candidly felt like a 2nd grader learning phonics and sounding out words... which was an unpleasant feeling to put it mildly.\n\nHaving to ""talk through"" a completely new SQL problem in real-time is very much a performance, and having a way to simulate this in real-time would be helpful.   \nYou demonstrated this competency in this video, and that helps to a significant degree. Some sort of service or ""fishbowl"" style masterclass could also accomplish this.  \n\nThe ""community answers"" feature in StrataScratch is new and very helpful as there is more than one solution to these issues.  Live ""Fishbowl"" style webinars (one person answers while others observe) or even asynchronous video submissions which could be reviewed within 72 hours or whenever could provide invaluable feedback in addition to forcing us to go through the real life situation that most job seekers will face.', ""You know nothing about SQL, you can't think of structuring queries and your queries are not correct at all. And you do this youtube channel for only money and give people false information."", 'Is it possible to get data analytics remote internship?', ""Check out Nate's channel, as well: he explains the queries very well. Glad to see this collab."", 'Hi Alex, I have a request for a video please do a review on the WGU masters in data analytics', '@Alex the Analyst Have you looked at Comptias new Data+ Cert, its got a load of stuff to practice and read and also video instructor lectures. I bought access so if you wanted to take a look into it let me know.', 'Hi Alex, \nWanted an insight on what is better to learn, MySQL or Microsoft SSMS, in terms of two aspects: Industry Usage and Software Environment?', 'I joined this morning and was able to do most of the easy ones.']"
gz2j5NBESSs,"[""If managers and CEO's can't figure out that working from home just works, give them a toilet bowl brush, a bottle of Lysol toilet bowl cleaner and let them reach their true potential.  This one's for you, Elon Musk!"", 'Boy chok!!\nHi Alex. Greate content. Done with my portfolio projects and looking forward to starting my resume.\nWhat are my chances in getting a remote work while being in Africa ??', ""Bok Choy, I'm still working on my bachelor's degree and looking to work through your videos for a career change into data analytics. Your videos keep me motivated to move forward and push through to make this big change."", 'Bok Choy! I love you bro! Absolutely loving working from home, 3rd year running since Feb 2000. I also like the flexibility and time spent with family. I work a lot more hours but its not as bad. I also love the no commuting thing. Btw Feb 2020 and Mar 2021 I used one tank of fuel, half of it to run the engine to keep it functional. Remote anytime. Watching a year later LOL!', 'Bok Choy!', 'I hope your day is paked with bok choy (joy)', ""You made this video 11 mo ago. I'm still watching. 👍"", ""Bok choy - I love you and awesome vegetable choice!\nThis is probably my first ever Youtube comment throughout my entire viewing history as I don't often feel motivated to comment. However, I wanted to thank you for all that you do - you've been such a great resource to me when I first made the decision to pivot into data analytics! I've watched almost all of your tutorial videos along my DA journey and honestly you are the reason I am still motivated to continue on this path. Thanks again and keep up the good work!"", ""Hey, Absolutely Love you. I just started following you and have learned a great deal from your content. I'm going to watch all of your videos keep up the good work."", 'I love you... Bok Choy :)']"
opJgMj1IUrc,"['This is so helpful,Alex', 'This was wonderful opportunity. I 💙 it.', 'I just created my first dashboard. Thank you so much, Alex!', ""I'm a beginner in becoming a data analyst and I will love to be interacting with a guide. My seniors in the program, I will appreciate to have you guide me through both from knowledge and experience"", 'Thanks @Alex for this and my greetings to everyone here. Pls, how can I get the dataset used?', 'Thanks!', 'As a Beginner to Excel, Your playlist has been very helpful', 'Hello @Alex and everyone.\nThank you so much for the quality content given. Please how do i get the dataset used in this video?', ""Thank you so much Alex for this. For some reason, people can't download the dataset you used. If you can fix it, we would really appreciate. Thanks for all you do."", 'Thank You Alex!']"
yRWkSKRYCaI,"['Thanks for bringing more attention to communication skills in the field of data, Alex!', ""Hello Alex, great content man. I'm not sure if you already mentioned this in another video but I was wondering if you have recommendations for data analytics newsletters, books or websites. Cheers!"", 'Hi Alex. Your video is useful for a newbie for me. Is there any book for improving communication skill ? I am pretty ok at tech & problem solving but I feel nervous and anxiety when talking to anyone.', 'Thank you!', 'When I was a software QA analyst I was faulted by several bosses for not being a good communicator, but NOBODY explained what I was supposed to do, or how!', ""Great video Alex.  For soft skills, those are typical skills of business analysis.  Learning how to understand stakeholders, techniques for communiating effectively with stakeholders, etc. is where the International Institute of Business Analysis (IIBA) can help.  I'm happy to chat if you'd like to know more and perhaps we collaborate to share this with viewers."", ""I'm 34 and wanting to Change Career path's. I've been in Sales all my life and want to enter the Data Analyst Field ,but my concern that my age could be a problem. My wife is a web developer and is very supportive on this change. Hope my age won't be a problem getting an entry-level Data analyst position"", 'Hey Alex. Thanks a ton for great content. \nI’m going to start my preparation of being a data analyst by following your vidoes. Hoping I’ll make you proud some day!', 'What is the max rage where a Data analyst won’t go far in career advance if he/she doesn’t have a degree,which I mean only finished secondary school.\n\nAs getting into data analyst doesn’t required a degree and the first hardest challenge is to step into getting the first job without a higher education to gain experience but most of the jobs it says higher diploma required at least.\n\nWhat difficulties went through in career as data analyst without a higher education or degree,\n\nAny foreigners with 3-6 years of experience as data analyst landed a job offer in United States without a higher education or degree \n\nIf there is anyone would like to share their personal experience would love to hear that.', 'Great video, thank you! Would you be able to talk more about being a data analyst specifically within healthcare and how this differs from other industries?']"
_jmiEGZ6PIY,"['in minute number 9 , how did u make the republicans with s looks like republican without s , what did u do on keyboard', 'hey the data set you clean was as simple was to teach playgroup kids ,,, please bring some complex data set cleaning\nregards', 'Simple yet effective things you can do to clean data in Excel, very helpful thank you', 'Thank you for your endless effort for making this amazing learning video.', 'Waaaw, I really appreciate that good work. Thank you✌🏾', 'I learned Ctrl-Y to go forward from this video which was cool. Two things I would have done differently is 1) standardize dates to yyyy-mm-dd 2) Kept decimals in salaries so it doesn’t get read as integers', 'Great job!', 'hey , I cannot download the sample files from the description link to Github in any of your videos in the series ...not sure why is this happening.', 'Alex, I am so grateful to you. Thank you so much for sharing your knowledge. I learned new Excel functions and your delivery of this important information was exceptional. Thank you Alex. This was a very helpful presentation.', 'I loved this! This helped a lot :)']"
4A8LV6fObYA,"[""Please make a video of all the cool stuff you've done with Tablealu"", 'great share, do you have a video on how to prepare for the desktop cert', 'yo dude just a minor tip: if making a ""review"" of a certification, maybe actually take it instead of just reading the online descriptions and ""judge the book by it\'s cover""💀', 'Thanks for content. You guys are crazy in the USA to think 1000 dollars is a lot. Imagine how i must feel with my currency that is  so weak against the dollar. You have to think of future income. If the future You is going to earn 100k +, how can 1000 dollars make you sweat.Also ,to land your first Job. What if this certification got you a Job?  The return on your investment is paid back in 30 days., and what about future earning loss if you did not have it.', 'Good day. I have a question: does the course you recommend from Coursera cover SQL, Tableau Prep, Tableau Server and Tableau Online?', 'while giving the data analyst exam do we have an option to browse the answers', 'Do you know when the bi-weekly instructor lead sessions take place? Are they recorded?', 'can students take this exam for free??', 'Hey Alex what course on coursera would you recommend for data analytics?', 'Good evening Alex, thank you so much for all of your videos. Regarding Tableau Data Analyst Exam Readiness, there is a 50% discount right now so given that - do you think it is worth it?']"
MPENhkuSo0Q,"['Thanks Alex, a great video!', 'Great info! I have a molecular biology and agricultural background. I use ""ag-tech data analyst"" but I can\'t filter the  job offers I am seeking. Any advice?', ""I'm a Media Analyst ahaha~ Basically it's just a data analyst analyzing media and social media. My friends and family all think I read articles and write summaries or something ahaha, it's so hard to explain to them what data analyst does"", 'Adding a 6th alternate title- Learning Analyst, or Learning Analytics Specialist, which is the data analyst role in the field of education.', 'Data Engineer, Data Analyst, Technical Data analyst, and business analyst. They all overlap with each other, and the skill lists might be the same, but the focus will for sure be different.', 'Thanks Alex! Liked and subscribed ))', 'Hey Alex it seems really hard to break through to get an analyst position. I am coming from healthcare. Even healthcare has analyst but hard to get a job  any tips ?', 'This dude has skills! #1 subs provider -> Promo-SM!', 'I would like you to make a "" What to do & How to "" video for the Non US Citizen , Entry Level Data Analyst since its been a struggle for us to find a starting job in US.', 'Hi Alex: Not sure if you are already aware, Facebook now offers marketing analytic certificate on Coursera.']"
3irO29PJQHs,"[""Thanks for the video Alex!   I want to learn Python really bad, but I'm very new to data analytics.  So I most likely will go with Coursera. Still deciding.\nExcellent video Alex.   I just have to make up my mind."", 'Coursera sucks!  Learned more about SQL/PYTHON in 3 weeks at Udemy than 4 to 5 months with Cousera.  \n\nPlus:  You actually own the course and review it unlimited times vs paying a monthly fee.  Less than $250 you can learn all the skills you need get started as a data analyst or programmer.  \n\nYou can always list those certifications from Coursera on your resume as employers will not check.   Wasted my money/time with Coursera.', ""Hi Alex.. Thanks very much for this video. I'm about to begin my journey as a data analyst. Do you have any idea how i can apply for financial aid on the Google certification alongside the other courses you recommended?\nI'd really appreciate s response from you.\nThank you so much"", ""Hi Alexl, thanks for sharing this great video. I would like to ask you, I'm Mac user how can install or use  BI for visualization, what tool do you recommend to improve my information? thanks"", 'Thank you so much for this info', 'New to both you and Coursera -career change. IDK if anyone else has this question but I don’t see a cost beyond the monthly membership. Is there an additional cost to complete the courses and gain my certificate? \nLove your videos and channel', 'Great video', 'Can I get a remote job as a data analyst?', 'I have a question that most of the tools like SQL and Tableau are done on a cloud platform in Google Analytics course. In real projects, do we use the tools on a Cloud or on a desktop? Secondly, how should one go about installing the SQL? I think there should be emphasis on the installation part as well. Anybody?', 'So we can put all of the projects in our portfolio/resume.  I was wondering that,  thank you.']"
uHJFJUIYNAo,"['Is  this salary before taxes or after taxes ?', 'Vacation time, paid leaves, etc.', 'Great video. Thanks Alex', ""Hey Alex, what about for remote data analyst jobs? I'm in Uganda and wondering the possibility of doing a remote data analyst job?"", ""Thank you, Alex! Want to also say thank you because I was doing an interview this week that wasn't supposed to be a technical interview, and I got thrown a question about when to use a view in SQL. You'd mentioned in one of your videos that that was a question you got in an interview, so I'd studied that and was able to answer it well! Yet another person helped by your content. 🙂"", 'Hi Alex, great topic you have picked up for this video . Coming on to the same topic what duties and role is expected from Mid-Level Data Analyst and also when a company says  ""Comfortable with using any data system too"" and ""Needs to be able to troubleshoot and work independently"" ? Is it a red flag for a too much work ?', 'Man, that salary does not seem great all for all the skills required. You can make that in like two years in marketing without knowing any sql  or python et.', 'The transparency from this channel is unmatched. Thank you sir', 'Hey Alex my name is Kelton Ratliff , I had some extra questions for you , so I’ve sent an email to you', 'Do you think it is possible someone outside the US to get a Remote job with a company in the US?']"
gMAHXrty6wI,"['When I click chart, I don’t get the 3 options to the right. The plus sign , the other and the one he’s using to filter the graph.', ""Hey Alex. I'm just using these tutorials and I'm having a hard time finding some tools you used. Could it be so because I'm using Excel on Web?"", 'I HAVE BEEN HAVING A NICE TIME WITH ALL THE TUTORIALS SERIES SO FAR, THANKS A MILLION.', 'Great ,Thank you Alex', 'On my journey through the boot camp...', 'Hey, Alex\nFor people who are following along with your course, will it be feasible to share the data used in your Videos?\n(Maybe on your github?)', 'Wow! Thanks for this Alex .👏', 'now I just need a decent resource for re-learning statistics', 'Thanks for the video. It will be great to explain Combo charts. They are really useful.', ""Thanks Alex. 🙏\nLearnt different aspects of customising a chart that i didn't know before.""]"
BIUFr9srS78,"['pepper. :)', ""PEPPER! 🌶️\n\nAlex, what a great story. Thanks for sharing. \n\nYou mentioned having had in your team (foreign) contractors as Data Analysts. \n\nCould you please elaborate on how they're paid?\n\nGlad to read from you.😊"", 'Pepper', 'Pepper', 'PEPPER 🌶️!!! I’ve started learning data analysis around 1 month and half ago after seen you one of your videos. I spend long hours playing them on my way to work everyday. Your contents are so useful and fun. I totally support your dedication 👌', 'Luck is when opportunity meets preparation....', 'Pepper', 'Pepper', 'Amazing content Alex! I never thought of data analytics until I started my own YT channel. When I was younger I knew I always wanted to have a career “helping people”. I always looked at healthcare so that’s exactly what I did, I went into nursing and became a nurse. I have always been a curious person searching for the why behind everything. I love being a nurse but I feel that it is time for a change. \n\nWhen I created my travel channel I just really enjoyed creating content, editing, creating scripts, monitoring the performance, etc. I started to research how to get into tech and started learning SQL not realizing I used similar skills before.\n\nAfter days of research I’ve become even more interested in creating projects based on data. Recently started the google data analyst cert and I’m loving it so far. \n\nThere is so much to learn and I’m still not sure how to even begin with tailoring my resume for a career change. I will continue to watch your channel because you seem very transparent and the info is very helpful. \n\nThank you so much! I’m looking to learn so much more from you! 😊', ""Pepper. Thank you for this video. I was searching for the difference between data analyst and analytics manager because I can't choose between the two courses. BTW, I've got a schorlarship program for analytics and planning to try this career. I think I'm going to start with data analyst course and see where it goes. Thanks again!""]"
_eZRkmRfVTM,"[""THANK YOU Alex!! I'm learning SO much. This Bootcamp series rocks! I love that you talk to us about content/info/functions that you personally use regularly and explain HOW you use it. The duplicates and new rules information was particularly valuable. You are the BEST!"", 'Really appreciate it that you share the problems that you come across at real-life work scenario the most and how to solve them with the tools. It just makes the tutorial much easier to understand. Thanks Alex!', 'Honestly, these videos are excellent. Straight to the point, No BS, tutorials.', 'Loved your teaching style and hope to get more.', 'Did this use in Data Analytics? because I watched many courses and I never knew about it', ""I thought I'd entered the Matrix at 9:45!Ps great video thank you!. I love your videos it encourages to keep pushing.."", 'On my journey through the boot camp...', 'Thank you Alex for this videos', 'As always, this video is very helpful. Before watching, I had never even heard of conditional formatting. Now, I have a feeling I will be using this function quite often! Thank you Alex!!!', 'Thank you Alex']"
s3JmRxs53W4,"['Wow Alex😍 \nYou are a saviour. Thank you!!!❤️', 'congrats this channel will boom it is just about time, keep going and please we need more project bases tuts (real world datasets, real world projects to add to our resume along side those of the portfolio projects series, but more advanced please) and tnx a lotttt', 'MY fav and most honest DA.', 'congratulations', 'hey alex', 'Ahhhh my favorite analyst!!! Dont lie you really are a CIA analysts', 'OMG, your live!']"
yDG5KiiOZcQ,"['Alex I watched a lot of your videos, I just graduated from college this December. Yesterday I was given a job offer as a data analyst and I accepted it. Thank you for these videos, your efforts are appreciated 👍', 'Thank you so much, Alex! This is encouraging. I am transitioning from teaching to data analytics and I am right on track with your timeframe here. I finished the Google Analytics course and now you are helping me with my portfolio. I have already worked on my resume and linked in, but have not reached out to a recruiter I will finish my portfolio and then watch your video on that. Thank you!!!', 'Thanks Alex for your advice.', ""I am a systems technician but not as a career, as self-taught and have been in IT for almost 20 years. I want to change careers (I know it's never too late), and the data analyst part (as a researcher and report creation) really appeals to me. I am applying the knowledge I am picking up with the channels and with this order, I see more sense to the training. Many thanks to Alex and the community!"", 'Thank you for this video! This is very Thorough. I love how you explained each step. Very clearly explained and it was easy to follow.', 'I wanna get involved if anyone had any tips for a total beginner other than following said videos let me know I look forward to my journey 😊', 'Alex, I want to become a Data analyst. And please I want you to put me through it all. I am total beginner.', ""Hello Sir, Currently I'm doing Data center engineer,now I want to become a data analyst... kindly help me what is the good roadmap and can I get fresher job in data analyst..? and can I switch to as data analyst...?"", ""He's right. The Google Data Analyst feels way too easy. I'm already on the 4th course and it is way too slow paced for what I'm trying to do."", ""Great video! I'm going to dive into your channel. I am a licensed healthcare provider and hoping to transition to a health analyst role in the next year. \n\nI have been using LinkedIn since it's inception. A tip: get a professional headshot for your profile. My profile views ticked wayyyy up once I got a headshot done.""]"
